date,series_id,value,series_description,frequency,frequency_description,units,units_description,project
2013-11-01,CES4300000001,17.6,Transportation and warehousing,m,monthly,chg,change,diffusion
2013-12-01,CES4300000001,11.4,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-01-01,CES4300000001,20.7,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-02-01,CES4300000001,-5.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-03-01,CES4300000001,15.8,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-04-01,CES4300000001,13.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-05-01,CES4300000001,28.3,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-06-01,CES4300000001,19.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-07-01,CES4300000001,27.5,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-08-01,CES4300000001,14.7,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-09-01,CES4300000001,13.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-10-01,CES4300000001,19.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-11-01,CES4300000001,22.6,Transportation and warehousing,m,monthly,chg,change,diffusion
2014-12-01,CES4300000001,27.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-01-01,CES4300000001,9.3,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-02-01,CES4300000001,16.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-03-01,CES4300000001,13,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-04-01,CES4300000001,6.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-05-01,CES4300000001,22.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-06-01,CES4300000001,27.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-07-01,CES4300000001,23.4,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-08-01,CES4300000001,10.8,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-09-01,CES4300000001,9,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-10-01,CES4300000001,0.4,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-11-01,CES4300000001,15.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2015-12-01,CES4300000001,31.3,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-01-01,CES4300000001,-31.5,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-02-01,CES4300000001,15.8,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-03-01,CES4300000001,18.6,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-04-01,CES4300000001,15.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-05-01,CES4300000001,15.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-06-01,CES4300000001,4.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-07-01,CES4300000001,25.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-08-01,CES4300000001,26.6,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-09-01,CES4300000001,-5,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-10-01,CES4300000001,16.6,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-11-01,CES4300000001,17.4,Transportation and warehousing,m,monthly,chg,change,diffusion
2016-12-01,CES4300000001,32.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-01-01,CES4300000001,-15,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-02-01,CES4300000001,17,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-03-01,CES4300000001,14,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-04-01,CES4300000001,18.6,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-05-01,CES4300000001,30.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-06-01,CES4300000001,15.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-07-01,CES4300000001,9.5,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-08-01,CES4300000001,12.5,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-09-01,CES4300000001,31,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-10-01,CES4300000001,17.5,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-11-01,CES4300000001,10.4,Transportation and warehousing,m,monthly,chg,change,diffusion
2017-12-01,CES4300000001,24.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-01-01,CES4300000001,8.4,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-02-01,CES4300000001,24,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-03-01,CES4300000001,38.8,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-04-01,CES4300000001,20.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-05-01,CES4300000001,31,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-06-01,CES4300000001,21.3,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-07-01,CES4300000001,7.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-08-01,CES4300000001,34.7,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-09-01,CES4300000001,20.5,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-10-01,CES4300000001,28.3,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-11-01,CES4300000001,19.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2018-12-01,CES4300000001,-14.5,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-01-01,CES4300000001,67.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-02-01,CES4300000001,-19.3,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-03-01,CES4300000001,20.5,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-04-01,CES4300000001,31,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-05-01,CES4300000001,23.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-06-01,CES4300000001,34.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-07-01,CES4300000001,9.7,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-08-01,CES4300000001,8,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-09-01,CES4300000001,13.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-10-01,CES4300000001,8.7,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-11-01,CES4300000001,11.7,Transportation and warehousing,m,monthly,chg,change,diffusion
2019-12-01,CES4300000001,17.5,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-01-01,CES4300000001,60.6,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-02-01,CES4300000001,-22,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-03-01,CES4300000001,19.6,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-04-01,CES4300000001,-518.4,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-05-01,CES4300000001,20.4,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-06-01,CES4300000001,127.8,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-07-01,CES4300000001,55.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-08-01,CES4300000001,100.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-09-01,CES4300000001,68.4,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-10-01,CES4300000001,81.3,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-11-01,CES4300000001,103.3,Transportation and warehousing,m,monthly,chg,change,diffusion
2020-12-01,CES4300000001,5.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-01-01,CES4300000001,36.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-02-01,CES4300000001,51.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-03-01,CES4300000001,79.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-04-01,CES4300000001,-12.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-05-01,CES4300000001,32.5,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-06-01,CES4300000001,51.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-07-01,CES4300000001,50.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-08-01,CES4300000001,61.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-09-01,CES4300000001,59,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-10-01,CES4300000001,74,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-11-01,CES4300000001,51.7,Transportation and warehousing,m,monthly,chg,change,diffusion
2021-12-01,CES4300000001,61.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-01-01,CES4300000001,44.8,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-02-01,CES4300000001,74.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-03-01,CES4300000001,25.4,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-04-01,CES4300000001,33.2,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-05-01,CES4300000001,45.3,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-06-01,CES4300000001,17,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-07-01,CES4300000001,19.4,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-08-01,CES4300000001,8.5,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-09-01,CES4300000001,9.7,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-10-01,CES4300000001,19.9,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-11-01,CES4300000001,-37.1,Transportation and warehousing,m,monthly,chg,change,diffusion
2022-12-01,CES4300000001,0.3,Transportation and warehousing,m,monthly,chg,change,diffusion
2023-01-01,CES4300000001,31.7,Transportation and warehousing,m,monthly,chg,change,diffusion
2023-02-01,CES4300000001,-17.7,Transportation and warehousing,m,monthly,chg,change,diffusion
2023-03-01,CES4300000001,13.8,Transportation and warehousing,m,monthly,chg,change,diffusion
2023-04-01,CES4300000001,10.6,Transportation and warehousing,m,monthly,chg,change,diffusion
2003-05-01,CES4422000001,-2.9,Utilities,m,monthly,chg,change,diffusion
2003-06-01,CES4422000001,-3.7,Utilities,m,monthly,chg,change,diffusion
2003-07-01,CES4422000001,-0.4,Utilities,m,monthly,chg,change,diffusion
2003-08-01,CES4422000001,-0.1,Utilities,m,monthly,chg,change,diffusion
2003-09-01,CES4422000001,-0.7,Utilities,m,monthly,chg,change,diffusion
2003-10-01,CES4422000001,-0.1,Utilities,m,monthly,chg,change,diffusion
2003-11-01,CES4422000001,-1.5,Utilities,m,monthly,chg,change,diffusion
2003-12-01,CES4422000001,-0.7,Utilities,m,monthly,chg,change,diffusion
2004-01-01,CES4422000001,-0.6,Utilities,m,monthly,chg,change,diffusion
2004-02-01,CES4422000001,-1.5,Utilities,m,monthly,chg,change,diffusion
2004-03-01,CES4422000001,0.2,Utilities,m,monthly,chg,change,diffusion
2004-04-01,CES4422000001,-0.2,Utilities,m,monthly,chg,change,diffusion
2004-05-01,CES4422000001,-1.5,Utilities,m,monthly,chg,change,diffusion
2004-06-01,CES4422000001,-1.5,Utilities,m,monthly,chg,change,diffusion
2004-07-01,CES4422000001,-1.7,Utilities,m,monthly,chg,change,diffusion
2004-08-01,CES4422000001,-3.3,Utilities,m,monthly,chg,change,diffusion
2004-09-01,CES4422000001,-0.5,Utilities,m,monthly,chg,change,diffusion
2004-10-01,CES4422000001,-1.8,Utilities,m,monthly,chg,change,diffusion
2004-11-01,CES4422000001,-2.8,Utilities,m,monthly,chg,change,diffusion
2004-12-01,CES4422000001,0,Utilities,m,monthly,chg,change,diffusion
2005-01-01,CES4422000001,1.9,Utilities,m,monthly,chg,change,diffusion
2005-02-01,CES4422000001,-0.3,Utilities,m,monthly,chg,change,diffusion
2005-03-01,CES4422000001,-2.2,Utilities,m,monthly,chg,change,diffusion
2005-04-01,CES4422000001,-0.3,Utilities,m,monthly,chg,change,diffusion
2005-05-01,CES4422000001,-0.8,Utilities,m,monthly,chg,change,diffusion
2005-06-01,CES4422000001,-0.5,Utilities,m,monthly,chg,change,diffusion
2005-07-01,CES4422000001,0.4,Utilities,m,monthly,chg,change,diffusion
2005-08-01,CES4422000001,0.5,Utilities,m,monthly,chg,change,diffusion
2005-09-01,CES4422000001,-1.1,Utilities,m,monthly,chg,change,diffusion
2005-10-01,CES4422000001,0,Utilities,m,monthly,chg,change,diffusion
2005-11-01,CES4422000001,-0.9,Utilities,m,monthly,chg,change,diffusion
2005-12-01,CES4422000001,-1.7,Utilities,m,monthly,chg,change,diffusion
2006-01-01,CES4422000001,-0.8,Utilities,m,monthly,chg,change,diffusion
2006-02-01,CES4422000001,0.3,Utilities,m,monthly,chg,change,diffusion
2006-03-01,CES4422000001,-2.6,Utilities,m,monthly,chg,change,diffusion
2006-04-01,CES4422000001,1.4,Utilities,m,monthly,chg,change,diffusion
2006-05-01,CES4422000001,-0.6,Utilities,m,monthly,chg,change,diffusion
2006-06-01,CES4422000001,-0.7,Utilities,m,monthly,chg,change,diffusion
2006-07-01,CES4422000001,0.3,Utilities,m,monthly,chg,change,diffusion
2006-08-01,CES4422000001,0.1,Utilities,m,monthly,chg,change,diffusion
2006-09-01,CES4422000001,0.5,Utilities,m,monthly,chg,change,diffusion
2006-10-01,CES4422000001,-1.6,Utilities,m,monthly,chg,change,diffusion
2006-11-01,CES4422000001,1.1,Utilities,m,monthly,chg,change,diffusion
2006-12-01,CES4422000001,0.5,Utilities,m,monthly,chg,change,diffusion
2007-01-01,CES4422000001,0.1,Utilities,m,monthly,chg,change,diffusion
2007-02-01,CES4422000001,-0.1,Utilities,m,monthly,chg,change,diffusion
2007-03-01,CES4422000001,0.6,Utilities,m,monthly,chg,change,diffusion
2007-04-01,CES4422000001,2.3,Utilities,m,monthly,chg,change,diffusion
2007-05-01,CES4422000001,2.3,Utilities,m,monthly,chg,change,diffusion
2007-06-01,CES4422000001,1.2,Utilities,m,monthly,chg,change,diffusion
2007-07-01,CES4422000001,0.1,Utilities,m,monthly,chg,change,diffusion
2007-08-01,CES4422000001,0.8,Utilities,m,monthly,chg,change,diffusion
2007-09-01,CES4422000001,-0.4,Utilities,m,monthly,chg,change,diffusion
2007-10-01,CES4422000001,0.4,Utilities,m,monthly,chg,change,diffusion
2007-11-01,CES4422000001,-0.3,Utilities,m,monthly,chg,change,diffusion
2007-12-01,CES4422000001,1.6,Utilities,m,monthly,chg,change,diffusion
2008-01-01,CES4422000001,-0.1,Utilities,m,monthly,chg,change,diffusion
2008-02-01,CES4422000001,-0.7,Utilities,m,monthly,chg,change,diffusion
2008-03-01,CES4422000001,0.1,Utilities,m,monthly,chg,change,diffusion
2008-04-01,CES4422000001,0.5,Utilities,m,monthly,chg,change,diffusion
2008-05-01,CES4422000001,-0.1,Utilities,m,monthly,chg,change,diffusion
2008-06-01,CES4422000001,1,Utilities,m,monthly,chg,change,diffusion
2008-07-01,CES4422000001,1.8,Utilities,m,monthly,chg,change,diffusion
2008-08-01,CES4422000001,-0.7,Utilities,m,monthly,chg,change,diffusion
2008-09-01,CES4422000001,0.5,Utilities,m,monthly,chg,change,diffusion
2008-10-01,CES4422000001,1.5,Utilities,m,monthly,chg,change,diffusion
2008-11-01,CES4422000001,1.6,Utilities,m,monthly,chg,change,diffusion
2008-12-01,CES4422000001,0.4,Utilities,m,monthly,chg,change,diffusion
2009-01-01,CES4422000001,0.1,Utilities,m,monthly,chg,change,diffusion
2009-02-01,CES4422000001,0.6,Utilities,m,monthly,chg,change,diffusion
2009-03-01,CES4422000001,-0.6,Utilities,m,monthly,chg,change,diffusion
2009-04-01,CES4422000001,-1.7,Utilities,m,monthly,chg,change,diffusion
2009-05-01,CES4422000001,-1.5,Utilities,m,monthly,chg,change,diffusion
2009-06-01,CES4422000001,0.3,Utilities,m,monthly,chg,change,diffusion
2009-07-01,CES4422000001,-1.3,Utilities,m,monthly,chg,change,diffusion
2009-08-01,CES4422000001,-0.9,Utilities,m,monthly,chg,change,diffusion
2009-09-01,CES4422000001,0.9,Utilities,m,monthly,chg,change,diffusion
2009-10-01,CES4422000001,-0.2,Utilities,m,monthly,chg,change,diffusion
2009-11-01,CES4422000001,-1.1,Utilities,m,monthly,chg,change,diffusion
2009-12-01,CES4422000001,-1.5,Utilities,m,monthly,chg,change,diffusion
2010-01-01,CES4422000001,0,Utilities,m,monthly,chg,change,diffusion
2010-02-01,CES4422000001,-1.2,Utilities,m,monthly,chg,change,diffusion
2010-03-01,CES4422000001,-0.3,Utilities,m,monthly,chg,change,diffusion
2010-04-01,CES4422000001,-0.3,Utilities,m,monthly,chg,change,diffusion
2010-05-01,CES4422000001,-0.6,Utilities,m,monthly,chg,change,diffusion
2010-06-01,CES4422000001,-1.6,Utilities,m,monthly,chg,change,diffusion
2010-07-01,CES4422000001,-0.6,Utilities,m,monthly,chg,change,diffusion
2010-08-01,CES4422000001,0.1,Utilities,m,monthly,chg,change,diffusion
2010-09-01,CES4422000001,-2.1,Utilities,m,monthly,chg,change,diffusion
2010-10-01,CES4422000001,2.2,Utilities,m,monthly,chg,change,diffusion
2010-11-01,CES4422000001,-0.5,Utilities,m,monthly,chg,change,diffusion
2010-12-01,CES4422000001,2.2,Utilities,m,monthly,chg,change,diffusion
2011-01-01,CES4422000001,-1.8,Utilities,m,monthly,chg,change,diffusion
2011-02-01,CES4422000001,1.8,Utilities,m,monthly,chg,change,diffusion
2011-03-01,CES4422000001,-0.6,Utilities,m,monthly,chg,change,diffusion
2011-04-01,CES4422000001,1,Utilities,m,monthly,chg,change,diffusion
2011-05-01,CES4422000001,-0.6,Utilities,m,monthly,chg,change,diffusion
2011-06-01,CES4422000001,-0.1,Utilities,m,monthly,chg,change,diffusion
2011-07-01,CES4422000001,-1.4,Utilities,m,monthly,chg,change,diffusion
2011-08-01,CES4422000001,0.5,Utilities,m,monthly,chg,change,diffusion
2011-09-01,CES4422000001,0.5,Utilities,m,monthly,chg,change,diffusion
2011-10-01,CES4422000001,-0.5,Utilities,m,monthly,chg,change,diffusion
2011-11-01,CES4422000001,0.5,Utilities,m,monthly,chg,change,diffusion
2011-12-01,CES4422000001,-0.4,Utilities,m,monthly,chg,change,diffusion
2012-01-01,CES4422000001,1.1,Utilities,m,monthly,chg,change,diffusion
2012-02-01,CES4422000001,-0.1,Utilities,m,monthly,chg,change,diffusion
2012-03-01,CES4422000001,0.4,Utilities,m,monthly,chg,change,diffusion
2012-04-01,CES4422000001,-0.2,Utilities,m,monthly,chg,change,diffusion
2012-05-01,CES4422000001,-0.2,Utilities,m,monthly,chg,change,diffusion
2012-06-01,CES4422000001,0.8,Utilities,m,monthly,chg,change,diffusion
2012-07-01,CES4422000001,-7.4,Utilities,m,monthly,chg,change,diffusion
2012-08-01,CES4422000001,7.6,Utilities,m,monthly,chg,change,diffusion
2012-09-01,CES4422000001,0.2,Utilities,m,monthly,chg,change,diffusion
2012-10-01,CES4422000001,-0.5,Utilities,m,monthly,chg,change,diffusion
2012-11-01,CES4422000001,-2.4,Utilities,m,monthly,chg,change,diffusion
2012-12-01,CES4422000001,0,Utilities,m,monthly,chg,change,diffusion
2013-01-01,CES4422000001,0.3,Utilities,m,monthly,chg,change,diffusion
2013-02-01,CES4422000001,0.4,Utilities,m,monthly,chg,change,diffusion
2013-03-01,CES4422000001,-1.6,Utilities,m,monthly,chg,change,diffusion
2013-04-01,CES4422000001,1.7,Utilities,m,monthly,chg,change,diffusion
